"scenario","within_slope_mean","simulation","enrolled_n","target_complete_reached","complete_n","two_observation_n","one_or_zero_observation_n","analysis_n","total_observations","beta_posterior_mean","beta_lower_95","beta_upper_95","beta_error","beta_squared_error","beta_coverage_95","beta_interval_width_95","log_bf","bridge_logbf_difference","bridge_decision_stable","full_diagnostic_pass","null_diagnostic_pass","full_retry","null_retry","valid_simulation","strong_negative_evidence","estimated_slope_sd","slope_sd_coverage","slope_sd_interval_width"
"expected",-0.3,11,60,FALSE,49,6,5,55,159,-0.262509183047655,-0.385792422015133,-0.142122238785196,0.0374908169523455,0.00140556135575427,TRUE,0.243670183229936,5.96049091884191,0.0146975423218407,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.177969033687259,TRUE,0.324171913145427
"expected",-0.3,12,60,FALSE,48,8,4,56,160,-0.220391116420903,-0.356703899362034,-0.0838691341146109,0.0796088835790968,0.00633757434471019,TRUE,0.272834765247423,3.05494378047766,0.0556723753617234,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.332167128760404,TRUE,0.291715555875661
"expected",-0.3,13,56,TRUE,50,5,1,55,160,-0.210286731826047,-0.338606883548946,-0.0895154960797138,0.0897132681739527,0.00804847048645156,TRUE,0.249091387469232,3.59271193066328,0.0508654770802934,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.235784946543504,TRUE,0.278886140730483
"expected",-0.3,14,55,TRUE,50,4,1,54,158,-0.304016187161704,-0.412084468474871,-0.196245243447398,-0.00401618716170427,1.61297593178382e-05,TRUE,0.215839225027473,10.6954104542193,0.0115922128388775,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.160782518998718,TRUE,0.299491517075184
"expected",-0.3,15,57,TRUE,50,5,2,55,160,-0.235638858952484,-0.390300372547141,-0.0766494957596353,0.0643611410475156,0.00414235647693819,TRUE,0.313650876787505,2.44287795562934,0.0184085639116347,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.365464799328344,FALSE,0.304611293964613
"expected",-0.3,16,55,TRUE,50,3,2,53,156,-0.246652607985349,-0.360055946265708,-0.134780157304459,0.0533473920146507,0.00284594423476482,TRUE,0.22527578896125,5.73862367779992,0.03422072748387,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.137034377085818,TRUE,0.31632297370817
"expected",-0.3,17,60,FALSE,41,11,8,52,145,-0.194532389118937,-0.34482679381425,-0.043884037988829,0.105467610881063,0.0111234169449594,TRUE,0.300942755825421,1.39865355854116,0.0477518719872876,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.286559163277047,TRUE,0.354497012634623
"expected",-0.3,18,58,TRUE,50,5,3,55,160,-0.28853021147131,-0.395544093047973,-0.178898942877183,0.0114697885286899,0.000131556048892867,TRUE,0.216645150170789,9.03228223286035,0.0325020701567666,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.14717394065736,TRUE,0.321402792052239
"expected",-0.3,19,58,TRUE,50,5,3,55,160,-0.272110778386266,-0.400289601132569,-0.140469158339,0.0278892216137344,0.000777808682219991,TRUE,0.25982044279357,5.07790101357887,0.0388633337780959,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.227773870940246,TRUE,0.39047626487274
"expected",-0.3,20,60,FALSE,49,5,6,54,157,-0.375015255187076,-0.494091248020313,-0.251308454226276,-0.0750152551870762,0.00562728851078217,TRUE,0.242782793794037,10.5141557634838,0.0293611842176631,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.206085700665639,TRUE,0.341528553848979
"expected",-0.3,21,60,FALSE,48,7,5,55,158,-0.261003010016511,-0.392718510103926,-0.129272146978764,0.0389969899834889,0.00152076522777234,TRUE,0.263446363125162,4.88476163063345,0.0293516241552254,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.233244154695328,TRUE,0.382206929588309
"expected",-0.3,22,60,FALSE,49,4,7,53,155,-0.341279697287399,-0.453484259539581,-0.230420885970595,-0.0412796972873992,0.00170401340813931,TRUE,0.223063373568985,12.0318061327503,0.0143410325523234,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.12586005260951,TRUE,0.298913484406674
"expected",-0.3,23,60,FALSE,49,6,5,55,159,-0.214146161281735,-0.324683689473014,-0.100999735431972,0.0858538387182648,0.00737088162266183,TRUE,0.223683954041041,4.16071821847922,0.0347544049821522,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.162438721141654,TRUE,0.311076974532907
"expected",-0.3,24,56,TRUE,50,4,2,54,158,-0.289148089561122,-0.423051847957486,-0.157522545209902,0.0108519104388784,0.000117763960173438,TRUE,0.265529302747583,6.16628468837771,0.0653034237770953,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.215090446304046,TRUE,0.378917681562235
"expected",-0.3,25,60,TRUE,50,6,4,56,162,-0.279176892561909,-0.401556676119722,-0.161556413722015,0.0208231074380909,0.000433601803378277,TRUE,0.240000262397706,7.67310332061311,0.0418578134339782,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.164072858371379,TRUE,0.349950756779943
"expected",-0.3,26,58,TRUE,50,7,1,57,164,-0.226421880964769,-0.357114952860312,-0.0916149009120753,0.0735781190352314,0.00541373960076268,TRUE,0.265500051948236,3.5016810517796,0.0110822357721929,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.289380818479084,TRUE,0.301734973602433
"expected",-0.3,27,55,TRUE,50,3,2,53,156,-0.243783671051879,-0.343587163746923,-0.141418800302905,0.0562163289481213,0.00316027564040338,TRUE,0.202168363444018,6.65544636977393,0.0454622001891778,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0781314566862314,TRUE,0.209751491257332
"expected",-0.3,28,59,TRUE,50,4,5,54,158,-0.371289399565939,-0.471858569138043,-0.268112428306678,-0.0712893995659392,0.00508217849047213,TRUE,0.203746140831365,13.9367125278858,0.0289675310598625,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.161632706607264,TRUE,0.313806038081456
"expected",-0.3,29,60,FALSE,46,10,4,56,158,-0.328113354445314,-0.444577248538274,-0.211937665538219,-0.0281133544453144,0.000790360698167881,TRUE,0.232639583000055,9.79872627440056,0.0309418810191175,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.157444512600195,TRUE,0.320834069462717
"expected",-0.3,30,53,TRUE,50,2,1,52,154,-0.249171308204769,-0.359905589296026,-0.137934471869855,0.0508286917952313,0.00258355590961461,TRUE,0.221971117426172,6.67132551705666,0.00896421805765613,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.109811820891786,TRUE,0.273617631953663
"expected",-0.3,31,59,TRUE,50,2,7,52,154,-0.160131411275935,-0.258212444183037,-0.0621153322650473,0.139868588724065,0.0195632221116615,FALSE,0.19609711191799,2.78548544764604,0.0284997888329031,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0895962220807732,TRUE,0.221535165847207
"expected",-0.3,32,60,TRUE,50,5,5,55,160,-0.279102059442358,-0.379080803867802,-0.178830744346195,0.0208979405576419,0.000436723919550733,TRUE,0.200250059521607,9.80952727400643,0.00695646666900984,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0996265100090621,TRUE,0.264778943227796
"expected",-0.3,33,59,TRUE,50,6,3,56,162,-0.364403942576399,-0.475837856391644,-0.253820291988319,-0.0644039425763993,0.00414786781938413,TRUE,0.222017564403325,11.8797104638122,0.0259703608077473,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.183280270321061,TRUE,0.377300917375994
"expected",-0.3,34,57,TRUE,50,6,1,56,162,-0.26989449652079,-0.405199230962269,-0.130656209366289,0.0301055034792101,0.000906341339736731,TRUE,0.27454302159598,4.97479963907873,0.0287245932464089,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.310492966134226,TRUE,0.327851871101587
"expected",-0.3,35,54,TRUE,50,2,2,52,154,-0.343018282039795,-0.456988962632368,-0.227075568404395,-0.0430182820397947,0.00185057258965532,TRUE,0.229913394227973,9.03187621117223,0.0235790824521871,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.15949966454146,TRUE,0.361834845261085
"expected",-0.3,36,60,TRUE,50,8,2,58,166,-0.234868182539188,-0.349787533610117,-0.121442070021128,0.065131817460812,0.00424215364574853,TRUE,0.228345463588989,5.334245911148,0.00045958474430563,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.210010228527786,TRUE,0.346639321176319
"expected",-0.3,37,60,TRUE,50,9,1,59,168,-0.280197404769979,-0.392599555508995,-0.16632722500574,0.0198025952300215,0.000392142777844069,TRUE,0.226272330503255,8.27503084254053,0.0309879174928938,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.168120005593112,TRUE,0.312633543097519
"expected",-0.3,38,60,FALSE,46,6,8,52,150,-0.392695909745975,-0.505271598559928,-0.281617560040732,-0.0926959097459746,0.00859253168363387,TRUE,0.223654038519196,15.1456256632627,0.00560000120103155,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.120082979203571,TRUE,0.274503253900603
"expected",-0.3,39,54,TRUE,50,3,1,53,156,-0.259898507727578,-0.384646638791301,-0.134117348118265,0.0401014922724221,0.00160812968247513,TRUE,0.250529290673036,5.59461944349022,0.018584447796627,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.294163550649991,TRUE,0.259196102591331
"expected",-0.3,40,59,TRUE,50,7,2,57,164,-0.366932612380076,-0.510826721520401,-0.222726027500372,-0.0669326123800755,0.00447997460002144,TRUE,0.288100694020029,8.78417000256761,0.0101524733844087,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.326385660017126,TRUE,0.318288993807333
"expected",-0.3,41,60,FALSE,49,6,5,55,159,-0.425696542926992,-0.53861544716239,-0.305107339332171,-0.125696542926992,0.015799620903797,FALSE,0.233508107830218,13.6413882442703,0.020789354834335,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.124147028936926,TRUE,0.29531464173549
"expected",-0.3,42,60,FALSE,47,6,7,53,153,-0.163695989952281,-0.297747745144511,-0.0393346629951045,0.136304010047719,0.0185787831550887,FALSE,0.258413082149406,1.32704098289562,0.0353578629590743,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.211201925580717,TRUE,0.36005145236809
"expected",-0.3,43,60,FALSE,49,7,4,56,161,-0.347302984944794,-0.464723701913766,-0.234464947381065,-0.0473029849447943,0.00223757238468744,TRUE,0.230258754532701,12.900960284711,0.00642560515117907,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.153213330637406,TRUE,0.290622295831918
"expected",-0.3,44,59,TRUE,50,5,4,55,160,-0.323196488906046,-0.451992238889839,-0.19639164863058,-0.0231964889060461,0.000538077097568322,TRUE,0.255600590259258,8.15780226185112,0.00530138345189357,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.212948879814832,TRUE,0.375269554397496
"expected",-0.3,45,60,FALSE,47,8,5,55,157,-0.334313162642143,-0.440262160615837,-0.222298578638622,-0.0343131626421425,0.00117739313050612,TRUE,0.217963581977215,10.9514496678247,0.111290758356432,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.124596347766948,TRUE,0.279243653395304
"expected",-0.3,46,57,TRUE,50,4,3,54,158,-0.189267054704547,-0.321643692281186,-0.04874183601237,0.110732945295453,0.0122617851738059,TRUE,0.272901856268816,1.62458091703897,0.0713766938086167,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.287727353773747,TRUE,0.318630135238838
"expected",-0.3,47,60,FALSE,48,10,2,58,164,-0.281215273740335,-0.379520982407775,-0.183927895989542,0.0187847262596645,0.000352865940650531,TRUE,0.195593086418233,10.2305376602695,0.0153499025202848,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.102351242124138,TRUE,0.271140901820938
"expected",-0.3,48,58,TRUE,50,8,0,58,166,-0.210786478593338,-0.345943471778566,-0.0702177801979122,0.0892135214066622,0.00795905240177698,TRUE,0.275725691580654,2.15914123556058,0.0388961912469199,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.34814225449516,FALSE,0.284750707546518
"expected",-0.3,49,60,FALSE,49,6,5,55,159,-0.136367448930023,-0.261448178683233,-0.0107133215960417,0.163632551069977,0.0267756117696687,FALSE,0.250734857087191,0.369298915239511,0.0217324766269087,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.171900434789758,TRUE,0.345908907809524
"expected",-0.3,50,54,TRUE,50,4,0,54,158,-0.31867307406307,-0.460285450848856,-0.174045426926102,-0.0186730740630703,0.000348683694964908,TRUE,0.286240023922754,6.20841501525643,0.00897930959465043,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.24891186611937,TRUE,0.421906103123821
"expected",-0.3,51,60,TRUE,50,9,1,59,168,-0.234705809905763,-0.347662576931021,-0.119291853016174,0.065294190094237,0.00426333126006235,TRUE,0.228370723914847,4.76965155819778,0.00338996354662413,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.198840037082489,TRUE,0.310816341217024
"expected",-0.3,52,56,TRUE,50,3,3,53,156,-0.292048548556956,-0.415773364464676,-0.161374664438999,0.00795145144304421,6.32255800510899e-05,TRUE,0.254398700025678,6.31185157663904,0.0237339771305187,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.198976667022204,TRUE,0.390858480915769
"expected",-0.3,53,57,TRUE,50,6,1,56,162,-0.332053948759911,-0.44972139175663,-0.21290840605496,-0.0320539487599111,0.00102745563110301,TRUE,0.236812985701671,9.81773752538317,0.088505873148506,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.161406578429267,TRUE,0.343060444199689
"expected",-0.3,54,59,TRUE,50,6,3,56,162,-0.236889198933043,-0.342322667447844,-0.132008008993335,0.0631108010669569,0.00398297321131301,TRUE,0.21031465845451,6.58324042394662,0.0130893611285217,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.108230618128807,TRUE,0.268106272340974
"expected",-0.3,55,55,TRUE,50,4,1,54,158,-0.300112823518592,-0.413892848625705,-0.185805203722279,-0.000112823518591931,1.27291463474639e-08,TRUE,0.228087644903426,9.47825988951192,0.00192933992670419,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.153301237123896,TRUE,0.307879660400561
"expected",-0.3,56,60,FALSE,49,7,4,56,161,-0.380443531244784,-0.486910478008288,-0.266841038384785,-0.0804435312447841,0.00647116171913056,TRUE,0.220069439623503,13.4308093226995,0.00375064514093992,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.1587955827989,TRUE,0.272391844070085
"expected",-0.3,57,58,TRUE,50,6,2,56,162,-0.370082907279369,-0.501568277994951,-0.237993985854174,-0.0700829072793686,0.00491161389272857,TRUE,0.263574292140777,10.1506461839065,0.056932574676523,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.293358992339252,TRUE,0.348165740426023
"expected",-0.3,58,60,TRUE,50,5,5,55,160,-0.19088044304909,-0.328996444589548,-0.0592597392286205,0.10911955695091,0.011907077709163,TRUE,0.269736705360928,2.05401130730041,0.0295042150506788,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.28441640387097,TRUE,0.346144939778257
"expected",-0.3,59,60,TRUE,50,6,4,56,162,-0.397526927347176,-0.52988882949722,-0.254110887694932,-0.0975269273471765,0.00951150155778144,TRUE,0.275777941802288,10.3011201148564,0.0691687028911474,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.213932648628109,TRUE,0.368813165879986
"expected",-0.3,60,58,TRUE,50,5,3,55,160,-0.376498457716829,-0.492264677390741,-0.259314157361747,-0.0764984577168292,0.00585201403305351,TRUE,0.232950520028994,11.7536409070166,0.0684223682821994,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.132486188807307,TRUE,0.299173356839306
"expected",-0.3,61,56,TRUE,50,2,4,52,154,-0.315856335048101,-0.452029500593353,-0.181275282972709,-0.0158563350481011,0.000251423361157639,TRUE,0.270754217620644,7.19876553101872,0.0271612355891762,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.23583460518611,TRUE,0.376145279625266
"expected",-0.3,62,60,TRUE,50,4,6,54,158,-0.346660439439069,-0.489750492873763,-0.214950791681967,-0.0466604394390687,0.00217719660864699,TRUE,0.274799701191796,10.456947422931,0.0233146609891435,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.19216296080557,TRUE,0.369043601532844
"expected",-0.3,63,60,FALSE,46,10,4,56,158,-0.273069792326992,-0.425423741597259,-0.118300049446077,0.0269302076730082,0.000725236085311349,TRUE,0.307123692151182,3.92717921582971,0.0358685032500432,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.384794616913769,FALSE,0.324001446426368
"expected",-0.3,64,60,FALSE,47,8,5,55,157,-0.322304284816701,-0.439821672676746,-0.200243140988759,-0.0223042848167013,0.000497481121184531,TRUE,0.239578531687987,7.6654378684479,0.0815933550507566,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.157656941354236,TRUE,0.321594973069739
"expected",-0.3,65,59,TRUE,50,8,1,58,166,-0.307165865916054,-0.436162139756427,-0.168035032864646,-0.00716586591605395,5.13496343268637e-05,TRUE,0.268127106891782,6.45485267825231,0.0558647224080175,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.256473073231552,TRUE,0.353836524236391
"expected",-0.3,66,59,TRUE,50,8,1,58,166,-0.316107119853003,-0.441326176875607,-0.187083757317777,-0.0161071198530028,0.000259439309958998,TRUE,0.25424241955783,7.68313187757789,0.0853509981383809,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.249356370694412,TRUE,0.284997465260903
"expected",-0.3,67,60,FALSE,47,8,5,55,157,-0.192170458712398,-0.28839109029188,-0.0938068216847519,0.107829541287602,0.0116272099742946,FALSE,0.194584268607128,4.49474203140693,0.0470897876439267,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.12836779285692,TRUE,0.274707975789809
"expected",-0.3,68,58,TRUE,50,4,4,54,158,-0.276339767175331,-0.38730262986968,-0.165494025324522,0.0236602328246691,0.000559806617317547,TRUE,0.221808604545157,7.29930734315661,0.0279135313959387,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.201519244647745,TRUE,0.325943000209981
"expected",-0.3,69,57,TRUE,50,4,3,54,158,-0.292183925341206,-0.42462018013683,-0.163515336314042,0.00781607465879419,6.10910230718447e-05,TRUE,0.261104843822788,7.17890274038305,0.0645800815065627,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.25410199541516,TRUE,0.314750639282547
"expected",-0.3,70,59,TRUE,50,6,3,56,162,-0.378101197212298,-0.481530627098438,-0.273961162689923,-0.078101197212298,0.00609979700599426,TRUE,0.207569464408515,14.4626419884408,0.00673584771450919,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.105117025167521,TRUE,0.269937136100185
"expected",-0.3,71,58,TRUE,50,7,1,57,164,-0.274443603639277,-0.377463306709072,-0.168678729451352,0.0255563963607227,0.000653129394946358,TRUE,0.20878457725772,9.07159028620396,0.024115350193,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.150163953428204,TRUE,0.29266713883753
"expected",-0.3,72,60,FALSE,49,7,4,56,161,-0.413591506709919,-0.520549358578195,-0.310230140802262,-0.113591506709919,0.0129030303966295,FALSE,0.210319217775933,18.3104164480392,0.041757344687511,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.112915092717615,TRUE,0.266555544193274
"expected",-0.3,73,60,FALSE,49,4,7,53,155,-0.37314872817458,-0.485881834447834,-0.25333354176557,-0.07314872817458,0.0053507364335586,TRUE,0.232548292682263,11.4532975190385,0.0755117292598868,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.168365373154215,TRUE,0.328704846633879
"expected",-0.3,74,60,FALSE,46,11,3,57,160,-0.324726024916824,-0.432901023892755,-0.216402066859786,-0.0247260249168241,0.000611376308187408,TRUE,0.216498957032969,11.7593626523399,0.0128177648564929,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.169586321568762,TRUE,0.301962485580273
"expected",-0.3,75,59,TRUE,50,6,3,56,162,-0.337336226802018,-0.453198704438375,-0.219023175918442,-0.0373362268020183,0.00139399383181175,TRUE,0.234175528519933,10.5121169843076,0.00791444180961776,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.126985753044843,TRUE,0.290205852621955
"expected",-0.3,76,60,FALSE,49,7,4,56,161,-0.307578651565958,-0.417666624981993,-0.199435150757451,-0.00757865156595816,5.74359595582001e-05,TRUE,0.218231474224541,10.7644977375099,0.019639364109338,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.11458037756109,TRUE,0.267427792520221
"expected",-0.3,77,55,TRUE,50,2,3,52,154,-0.228390653459057,-0.328094866742748,-0.130238330772549,0.0716093465409431,0.00512789851202088,TRUE,0.197856535970199,6.77366147388949,0.0136707387540866,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.110841306817856,TRUE,0.25995606935537
"expected",-0.3,78,55,TRUE,50,3,2,53,156,-0.389407860725743,-0.511967016069072,-0.262472393243788,-0.0894078607257431,0.00799376555955387,TRUE,0.249494622825283,11.1555008218076,0.0395299724339964,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.198256417550639,TRUE,0.331134610937333
"expected",-0.3,79,60,TRUE,50,5,5,55,160,-0.211778706648278,-0.317808314671859,-0.100250631028501,0.088221293351722,0.0077829966006506,TRUE,0.217557683643358,3.93583654403614,0.100415010788652,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.131767282746222,TRUE,0.299004190023558
"expected",-0.3,80,60,TRUE,50,9,1,59,168,-0.338466565939884,-0.440648685413476,-0.231562816050178,-0.0384665659398837,0.00147967669520742,TRUE,0.209085869363298,12.7839568159895,0.0472994206764952,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0826867661472258,TRUE,0.211444788423176
"expected",-0.3,81,60,FALSE,49,3,8,52,153,-0.218225128079281,-0.341179552007222,-0.0884963284284875,0.0817748719207194,0.00668712967765007,TRUE,0.252683223578734,3.24533487015393,0.0156757278913062,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.204583810065656,TRUE,0.349533966604711
"expected",-0.3,82,57,TRUE,50,7,0,57,164,-0.359578825540043,-0.481116524213093,-0.237655690565902,-0.0595788255400426,0.00354963645273083,TRUE,0.243460833647191,11.092464491383,0.103648042052811,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.218991675199373,TRUE,0.32585018528655
"expected",-0.3,83,60,FALSE,48,7,5,55,158,-0.373523929442905,-0.474036895140997,-0.266054676707276,-0.0735239294429055,0.00540576820072534,TRUE,0.207982218433721,12.3458639105891,0.00100776235549915,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0994631913739207,TRUE,0.236926892475247
"expected",-0.3,84,60,FALSE,44,14,2,58,160,-0.282390755243867,-0.391938973910854,-0.176305137892769,0.0176092447561329,0.000310085500881394,TRUE,0.215633836018085,9.04688907902519,0.00835851674096943,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.133027504676928,TRUE,0.279800282564916
