"scenario","within_slope_mean","simulation","enrolled_n","target_complete_reached","complete_n","two_observation_n","one_or_zero_observation_n","analysis_n","total_observations","beta_posterior_mean","beta_lower_95","beta_upper_95","beta_error","beta_squared_error","beta_coverage_95","beta_interval_width_95","log_bf","bridge_logbf_difference","bridge_decision_stable","full_diagnostic_pass","null_diagnostic_pass","full_retry","null_retry","valid_simulation","strong_negative_evidence","estimated_slope_sd","slope_sd_coverage","slope_sd_interval_width"
"expected",-0.3,85,59,TRUE,50,4,5,54,158,-0.354531819695586,-0.466692213478049,-0.239607587769563,-0.0545318196955865,0.00297371935931195,TRUE,0.227084625708486,10.7844120196851,0.00129709563492497,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.127631689042038,TRUE,0.310494263667716
"expected",-0.3,86,60,TRUE,50,8,2,58,166,-0.326366980093918,-0.437938137711234,-0.217787556176066,-0.0263669800939181,0.000695217639273072,TRUE,0.220150581535168,11.1953627423008,0.0419253039467549,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.145049757001429,TRUE,0.332957536901682
"expected",-0.3,87,60,TRUE,50,6,4,56,162,-0.31508127505115,-0.40686530586956,-0.221347865958087,-0.0150812750511505,0.000227444857168454,TRUE,0.185517439911473,13.0354192199364,0.0154970056499337,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.120614072742624,TRUE,0.252545829624519
"expected",-0.3,88,60,FALSE,46,7,7,53,152,-0.343022584510132,-0.480250891137763,-0.201229564291316,-0.0430225845101319,0.00185094277793144,TRUE,0.279021326846447,7.92586323243628,0.0190224383198938,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.261114281969579,TRUE,0.314021888938362
"expected",-0.3,89,60,FALSE,48,8,4,56,160,-0.336103240434732,-0.46199839914631,-0.219671348943066,-0.0361032404347317,0.00130344396988805,TRUE,0.242327050203244,11.1058617960501,0.0512125434120776,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.136334012962607,TRUE,0.307134592904703
"expected",-0.3,90,60,FALSE,48,8,4,56,160,-0.29981268247047,-0.428090057308537,-0.165811366547139,0.000187317529529663,3.5087856869096e-08,TRUE,0.262278690761399,6.72364126962339,0.0499617022214522,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.238127629934146,TRUE,0.352872124405019
"expected",-0.3,91,60,TRUE,50,8,2,58,166,-0.204998938203418,-0.323788760545029,-0.0876023292136609,0.0950010617965819,0.00902520174247797,TRUE,0.236186431331368,3.44490932171746,0.00457681734928883,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.213134881712684,TRUE,0.340430950847372
"expected",-0.3,92,60,FALSE,46,7,7,53,152,-0.437060069549606,-0.575594389756078,-0.293963790505718,-0.137060069549606,0.0187854626649427,TRUE,0.28163059925036,11.587171322532,0.0315653050202798,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.281866729090184,TRUE,0.338004931558178
"expected",-0.3,93,58,TRUE,50,5,3,55,160,-0.196387285699904,-0.2889077366113,-0.102207387774513,0.103612714300095,0.0107355945646332,FALSE,0.186700348836786,5.57827289272257,0.0120249796723613,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.0963115735685783,TRUE,0.243442980393098
"expected",-0.3,94,60,FALSE,49,8,3,57,163,-0.395130591266422,-0.525225165350967,-0.257211252909454,-0.0951305912664225,0.00904982939469914,TRUE,0.268013912441514,10.70601433016,0.0582531248191458,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.299165982362976,TRUE,0.300071266734694
"expected",-0.3,95,60,TRUE,50,10,0,60,170,-0.289231532518138,-0.410472805089358,-0.165917756639557,0.0107684674818615,0.000115959891907909,TRUE,0.244555048449801,7.70000974941652,0.0433109973131138,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.281322696995667,TRUE,0.278484598099934
"expected",-0.3,96,60,FALSE,46,7,7,53,152,-0.272475151707425,-0.388477206070045,-0.157225187724636,0.0275248482925753,0.000757617273529288,TRUE,0.23125201834541,7.50722638097213,0.026729419031966,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.192474482983716,TRUE,0.322297024929653
"expected",-0.3,97,60,TRUE,50,4,6,54,158,-0.305564025984005,-0.423286471630509,-0.178054769338604,-0.00556402598400468,3.09583851506793e-05,TRUE,0.245231702291905,7.25947028177504,0.0321068205894903,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.233262986738504,TRUE,0.323739589474068
"expected",-0.3,98,57,TRUE,50,3,4,53,156,-0.329151645208836,-0.47388171262172,-0.188920858586959,-0.0291516452088361,0.000849818418381858,TRUE,0.284960854034761,7.95912199279189,0.055726336805094,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.27556821178271,TRUE,0.289345277852005
"expected",-0.3,99,56,TRUE,50,4,2,54,158,-0.346994051432885,-0.45008658783653,-0.242206479149381,-0.0469940514328852,0.00220844087007666,TRUE,0.207880108687149,12.5838431650846,0.0391066132183084,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.16196391002518,TRUE,0.299629782920948
"expected",-0.3,100,60,TRUE,50,7,3,57,164,-0.256298684922102,-0.384694375959205,-0.126224361869784,0.0437013150778979,0.00190980493953771,TRUE,0.258470014089421,5.06603538152768,0.0519939180247491,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.257142363657113,TRUE,0.280641280361194
"expected",0,1,57,TRUE,50,6,1,56,162,0.0768020670958751,-0.051139553092147,0.193701137078583,0.0768020670958751,0.00589855751019931,TRUE,0.24484069017073,-1.08497307049265,0.039295853285978,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.168207439075851,TRUE,0.349071095670907
"expected",0,2,60,TRUE,50,8,2,58,166,0.0222047136134198,-0.0983919674714654,0.141557912940542,0.0222047136134198,0.00049304930665399,TRUE,0.239949880412007,-1.94676760078517,0.00937812756725975,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.201060766907018,TRUE,0.341599434268493
"expected",0,3,56,TRUE,50,4,2,54,158,-0.069757253155172,-0.219094756607375,0.0749591510943468,-0.069757253155172,0.00486607436775476,TRUE,0.294053907701721,-1.28115072818562,0.0125754184472271,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.30311694385303,TRUE,0.441897833978595
"expected",0,4,60,FALSE,44,7,9,51,146,0.068231107059288,-0.0481736000794859,0.186711448774781,0.068231107059288,0.00465548397053602,TRUE,0.234885048854266,-1.31611797529843,0.00558725178942154,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.136965983085361,TRUE,0.310507582381192
"expected",0,5,60,FALSE,49,7,4,56,161,-0.0424615614060316,-0.149143404136258,0.066562063764709,-0.0424615614060316,0.00180298419703819,TRUE,0.215705467900967,-1.75596173289279,0.0524401489443846,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.140730462460311,TRUE,0.333033269723789
"expected",0,6,60,FALSE,49,7,4,56,161,-0.0200611954056772,-0.165340820489559,0.118645659272626,-0.0200611954056772,0.000402451561104764,TRUE,0.283986479762185,-1.89282711835961,0.0119214837043273,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.262605166771959,TRUE,0.394251822440672
"expected",0,7,60,FALSE,47,6,7,53,153,0.0986818591907333,-0.0342199488785571,0.223854326701143,0.0986818591907333,0.00973810933333972,TRUE,0.2580742755797,-0.752345162778539,0.0290746283840804,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.212634452023755,TRUE,0.354586692870916
"expected",0,8,60,FALSE,49,7,4,56,161,-0.0181190206816573,-0.129382309445355,0.095407323974925,-0.0181190206816573,0.000328298910462326,TRUE,0.22478963342028,-1.89476025076993,0.000825568980076241,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.155166356900316,TRUE,0.340493158848963
"expected",0,9,59,TRUE,50,5,4,55,160,0.0273588311355131,-0.0880290103093986,0.146005114249002,0.0273588311355131,0.000748505641101522,TRUE,0.234034124558401,-1.94383546762154,0.00398553502174082,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.142255315830299,TRUE,0.322718464093032
"expected",0,10,56,TRUE,50,4,2,54,158,-0.02797451552127,-0.145229227068876,0.0860491722713604,-0.02797451552127,0.000782573518649774,TRUE,0.231278399340236,-1.89730039004382,0.0207802602749325,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.19241228362098,TRUE,0.304724661723161
"expected",0,11,57,TRUE,50,3,4,53,156,0.0348856719359022,-0.0711900805993183,0.138139437694882,0.0348856719359022,0.00121701010641939,TRUE,0.209329518294201,-1.91230752346743,0.0155636374211667,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0912062732299913,TRUE,0.230752056855817
"expected",0,12,58,TRUE,50,7,1,57,164,0.0317684493133727,-0.0710613451252132,0.131345439508042,0.0317684493133727,0.00100923437177633,TRUE,0.202406784633255,-2.0141878782924,0.0136711773517675,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.103550186150789,TRUE,0.271315577189222
"expected",0,13,56,TRUE,50,5,1,55,160,-0.0291171098670512,-0.146691350453623,0.088590439707266,-0.0291171098670512,0.000847806087009928,TRUE,0.235281790160889,-1.92850024723785,0.0298442235038294,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.17133571233056,TRUE,0.331774791327279
"expected",0,14,59,TRUE,50,6,3,56,162,-0.0423013647677433,-0.186993443923942,0.106605397182234,-0.0423013647677433,0.00178940546121368,TRUE,0.293598841106176,-1.58443351373205,0.0283604617574724,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.33959345465345,TRUE,0.343753656732065
"expected",0,15,60,FALSE,49,8,3,57,163,-0.0190894676833373,-0.13066888208629,0.0967904671869291,-0.0190894676833373,0.00036440777643318,TRUE,0.227459349273219,-1.86774950383744,0.011360745254791,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.167335886041424,TRUE,0.301627532071666
"expected",0,16,54,TRUE,50,4,0,54,158,0.0182393976022197,-0.0736373834260662,0.106195369205929,0.0182393976022197,0.000332675624891856,TRUE,0.179832752631995,-2.21336558181935,0.0208505361141533,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0797091699470325,TRUE,0.206276461467213
"expected",0,17,55,TRUE,50,4,1,54,158,0.0760521915576202,-0.0504725340131764,0.205854913779986,0.0760521915576202,0.00578393584071696,TRUE,0.256327447793162,-1.31772458979768,0.010765164281537,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.265412548412704,TRUE,0.362272049891537
"expected",0,18,56,TRUE,50,4,2,54,158,0.0693633382368518,-0.0485972018420219,0.182864000599849,0.0693633382368518,0.00481127269135991,TRUE,0.231461202441871,-1.28298922382061,0.00798646271104531,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.175489974226691,TRUE,0.337833428347177
"expected",0,19,58,TRUE,50,5,3,55,160,0.0123327308821168,-0.112868751800325,0.136155095566401,0.0123327308821168,0.000152096251010717,TRUE,0.249023847366726,-1.92807550356457,0.0166148023728283,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.262753810303172,TRUE,0.293732376818087
"expected",0,20,60,FALSE,39,18,3,57,153,-0.0144570340008021,-0.127464732117058,0.0971339496136887,-0.0144570340008021,0.000209005832100348,TRUE,0.224598681730747,-2.00342461480957,0.0223415587091722,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.165528000455483,TRUE,0.320817916373473
"expected",0,21,58,TRUE,50,6,2,56,162,0.00448598058638004,-0.111494992302432,0.118662354079191,0.00448598058638004,2.01240218213786e-05,TRUE,0.230157346381624,-2.03003879198158,0.063783886962284,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.190363972665744,TRUE,0.321138206231772
"expected",0,22,60,TRUE,50,7,3,57,164,-0.00143796325360058,-0.104163240589879,0.100603973542245,-0.00143796325360058,2.06773831870558e-06,TRUE,0.204767214132123,-2.28191999393499,0.0318598730210624,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.128391384354118,TRUE,0.298567656076774
"expected",0,23,60,FALSE,49,8,3,57,163,-0.0708438756138724,-0.186736886884965,0.0469007984781122,-0.0708438756138724,0.00501885471199383,TRUE,0.233637685363077,-1.24591299131239,0.0139324367243319,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.143523876493013,TRUE,0.31269590798397
"expected",0,24,59,TRUE,50,6,3,56,162,-0.0419899376953534,-0.15355152992796,0.073687024014929,-0.0419899376953534,0.00176315486765966,TRUE,0.227238553942889,-1.67896648552923,0.0372037845909006,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.171823900634556,TRUE,0.336047064056421
"expected",0,25,58,TRUE,50,4,4,54,158,0.0755292164508203,-0.0464746409032114,0.20577138653663,0.0755292164508203,0.00570466253767486,TRUE,0.252246027439841,-1.28115576444424,0.004678965842146,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.234529550603201,TRUE,0.331877107200845
"expected",0,26,60,FALSE,47,7,6,54,155,-0.0118996210159042,-0.124279242522921,0.0986072892373091,-0.0118996210159042,0.000141600980322149,TRUE,0.22288653176023,-2.01626240794326,0.0131980502621047,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.146206211922784,TRUE,0.302355783313454
"expected",0,27,60,FALSE,48,7,5,55,158,-0.0831463355081989,-0.222495410947538,0.0613810538204457,-0.0831463355081989,0.00691331310844198,TRUE,0.283876464767984,-1.18394467537516,0.00846619790371506,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.270267410347229,TRUE,0.441157445860379
"expected",0,28,60,FALSE,49,9,2,58,165,0.0226274376201277,-0.0717757814423095,0.119586376132952,0.0226274376201277,0.000512000933252771,TRUE,0.191362157575261,-2.08795553361773,0.00370941291575377,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.122259638667357,TRUE,0.272169676695377
"expected",0,29,60,TRUE,50,4,6,54,158,0.0164782779101575,-0.0962561277585099,0.130944612561572,0.0164782779101575,0.000271533642884384,TRUE,0.227200740320081,-2.15857010789614,0.0961647814969524,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.151227234710766,TRUE,0.327953743222286
"expected",0,30,60,FALSE,47,9,4,56,159,0.147457340812034,0.0287295245810743,0.263279278762275,0.147457340812034,0.0217436673593564,FALSE,0.234549754181201,0.976790337109207,0.0729792277703325,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.164272222123924,TRUE,0.318340792224745
"expected",0,31,59,TRUE,50,6,3,56,162,-0.00342921177024138,-0.117955508197767,0.107261858967093,-0.00342921177024138,1.17594933651621e-05,TRUE,0.225217367164859,-1.98961239538374,0.0377131102910369,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.187205809914257,TRUE,0.326133533394321
"expected",0,32,58,TRUE,50,5,3,55,160,-0.000121325661398356,-0.12235714122532,0.115794410485512,-0.000121325661398356,1.47199161137486e-08,TRUE,0.238151551710832,-1.92272838260277,0.00671033857710768,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.125585657134322,TRUE,0.305289261751151
"expected",0,33,58,TRUE,50,5,3,55,160,0.0321942064666407,-0.0832871776587962,0.149961556424193,0.0321942064666407,0.00103646693001669,TRUE,0.233248734082989,-1.85995198095702,0.0162523906925855,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.130462461005113,TRUE,0.31567153981651
"expected",0,34,59,TRUE,50,7,2,57,164,0.0212510394243428,-0.064900426840826,0.109837254176164,0.0212510394243428,0.000451606676614973,TRUE,0.17473768101699,-2.19456879905809,0.00666709214360139,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.071111562095799,TRUE,0.199694057966267
"expected",0,35,60,FALSE,49,6,5,55,159,-0.0259054655052607,-0.130575447564744,0.076149269997163,-0.0259054655052607,0.00067109314304425,TRUE,0.206724717561907,-2.02035145178161,0.0187067835593666,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0742756981540259,TRUE,0.211630577146313
"expected",0,36,55,TRUE,50,5,0,55,160,0.0135496622730595,-0.105564858607448,0.134948842386208,0.0135496622730595,0.000183593347713973,TRUE,0.240513700993656,-1.96491239735192,0.04194058929329,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.229650926458469,TRUE,0.392240466310734
"expected",0,37,57,TRUE,50,6,1,56,162,0.0810961815977792,-0.0293914451786135,0.195112091332837,0.0810961815977792,0.00657659066973998,TRUE,0.224503536511451,-1.05286599572909,0.0826527754179267,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.167271137085407,TRUE,0.321066243804243
"expected",0,38,60,FALSE,49,10,1,59,167,-0.154057418160716,-0.267551382371919,-0.0421966665639778,-0.154057418160716,0.0237336880903458,FALSE,0.225354715807942,1.57859875635023,0.00763177155019434,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.135243682354118,TRUE,0.294517212674311
"expected",0,39,58,TRUE,50,6,2,56,162,-0.0312672393144728,-0.133353681056987,0.0686352512913924,-0.0312672393144728,0.000977640254348512,TRUE,0.201988932348379,-2.04093201520493,0.0239370394315586,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0879871018533381,TRUE,0.216062230103328
"expected",0,40,56,TRUE,50,4,2,54,158,-0.0800483762692654,-0.194456248394571,0.030369436109678,-0.0800483762692654,0.00640774254334589,TRUE,0.224825684504249,-1.03639494963656,0.00160105953656853,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.162998174830835,TRUE,0.291301826914722
"expected",0,41,54,TRUE,50,2,2,52,154,0.00114265975886625,-0.10267410255223,0.103050067352585,0.00114265975886625,1.30567132453229e-06,TRUE,0.205724169904815,-2.11235324473611,0.0599975147752616,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.118672145418668,TRUE,0.267095522028675
"expected",0,42,60,TRUE,50,7,3,57,164,-0.0342593155506515,-0.148535143330287,0.079799105969021,-0.0342593155506515,0.00117370070199911,TRUE,0.228334249299308,-1.94214189874933,0.0223180232638072,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.201422983100055,TRUE,0.32873279262067
"expected",0,43,60,FALSE,46,8,6,54,154,0.0243362521228167,-0.0810830104392252,0.133483048616385,0.0243362521228167,0.000592253167385301,TRUE,0.21456605905561,-2.03273874884076,0.067014611071329,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.173760310356942,TRUE,0.327309183721302
"expected",0,44,60,FALSE,46,10,4,56,158,-0.062574073008238,-0.167832071517448,0.0476144019985432,-0.062574073008238,0.0039155146128403,TRUE,0.215446473515991,-1.4021080598427,0.0483859807360147,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.101860725963968,TRUE,0.254983172047867
"expected",0,45,60,FALSE,46,8,6,54,154,-0.0699546251387669,-0.199889187457623,0.0554522459868982,-0.0699546251387669,0.0048936495783054,TRUE,0.255341433444521,-1.40520316448502,0.0166709964114204,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.255393822275317,TRUE,0.340713632138059
"expected",0,46,60,FALSE,48,11,1,59,166,-0.0144611872434166,-0.121207647193198,0.090181696355893,-0.0144611872434166,0.000209125936489155,TRUE,0.211389343549091,-1.99824978025541,0.0165148696117967,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.15541118793245,TRUE,0.32441709926564
"expected",0,47,54,TRUE,50,3,1,53,156,0.0374587411626024,-0.0731704448225944,0.149997543713454,0.0374587411626024,0.00140315728948685,TRUE,0.223167988536048,-1.78498159707868,0.0228428747095961,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.18521232680961,TRUE,0.286686003545008
"expected",0,48,60,FALSE,48,7,5,55,158,-0.0627974992185317,-0.174221711194603,0.045747015357507,-0.0627974992185317,0.00394352590810149,TRUE,0.21996872655211,-1.46473997155991,0.0267709520935568,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.130932957814888,TRUE,0.286754948111427
"expected",0,49,56,TRUE,50,6,0,56,162,-0.0631270051181863,-0.165251634776959,0.0395635351088789,-0.0631270051181863,0.00398501877519152,TRUE,0.204815169885837,-1.32152940171636,0.0231696336991263,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.111262922822337,TRUE,0.259497566862478
"expected",0,50,58,TRUE,50,5,3,55,160,0.0454678524896384,-0.0616812862453889,0.154062191438477,0.0454678524896384,0.00206732561001952,TRUE,0.215743477683866,-1.71191872512131,0.000720888905647143,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.176841433214906,TRUE,0.275607317507502
"expected",0,51,60,FALSE,49,7,4,56,161,-0.0576342467316308,-0.17525149761217,0.0599295112997826,-0.0576342467316308,0.00332170639632249,TRUE,0.235181008911952,-1.5314685588443,0.000151717582326683,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.13352032742608,TRUE,0.301842881186985
"expected",0,52,57,TRUE,50,5,2,55,160,-0.0324195664669529,-0.161248567725335,0.0928581723557621,-0.0324195664669529,0.00105102828990518,TRUE,0.254106740081097,-1.74744008681827,0.045990624872303,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.294842124600116,TRUE,0.284161292101253
"expected",0,53,57,TRUE,50,6,1,56,162,-0.0279829966972098,-0.161432531499861,0.104479882455667,-0.0279829966972098,0.000783048104156054,TRUE,0.265912413955528,-1.747628786608,0.0413098340397653,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.354827238908265,FALSE,0.268562462005572
"expected",0,54,60,TRUE,50,7,3,57,164,-0.0819928010747352,-0.202079382293633,0.0372012219572248,-0.0819928010747352,0.00672281942808109,TRUE,0.239280604250858,-1.15561335161513,0.0022566771341701,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.163527219272679,TRUE,0.364645643452963
"expected",0,55,60,TRUE,50,5,5,55,160,0.0515246339089297,-0.0607736617096398,0.163399822955606,0.0515246339089297,0.00265478789944923,TRUE,0.224173484665245,-1.59828705984853,0.00815761545075588,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.182013305709483,TRUE,0.338822171065881
"expected",0,56,56,TRUE,50,3,3,53,156,-0.00550703336462411,-0.138504758808185,0.129094701368565,-0.00550703336462411,3.03274164790832e-05,TRUE,0.26759946017675,-1.89637858959239,0.0339033751580757,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.282888471405665,TRUE,0.277323342205464
"expected",0,57,56,TRUE,50,4,2,54,158,0.104563673308142,-0.0353891485127799,0.239970878479844,0.104563673308142,0.0109335617756918,TRUE,0.275360026992624,-0.73842540871658,0.0347850028493895,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.272682860303477,TRUE,0.334001588379975
"expected",0,58,60,FALSE,49,10,1,59,167,0.0738976992731394,-0.0118593895163384,0.160632035924619,0.0738976992731394,0.00546086995786335,TRUE,0.172491425440957,-0.92350526536066,0.0329610768548321,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.0554846303083966,FALSE,0.155701468834601
"expected",0,59,55,TRUE,50,2,3,52,154,0.0259215230679447,-0.0738765731570092,0.127683924110291,0.0259215230679447,0.000671925358161988,TRUE,0.2015604972673,-1.95463194613865,0.0878955471106906,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.157457147948378,TRUE,0.294489544745425
"expected",0,60,56,TRUE,50,2,4,52,154,-0.00327834734324896,-0.11165393132485,0.10653528641461,-0.00327834734324896,1.07475613029875e-05,TRUE,0.21818921773946,-2.14849843207583,0.00993981314510961,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.156046903213386,TRUE,0.323035939837394
"expected",0,61,60,FALSE,48,9,3,57,162,-0.0550953602952012,-0.166926069645101,0.0521680279128982,-0.0550953602952012,0.00303549872605803,TRUE,0.219094097557999,-1.62836825101135,0.00705764238554707,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.136966518989846,TRUE,0.294014865900902
"expected",0,62,55,TRUE,50,4,1,54,158,-0.0604769938753648,-0.193249123347441,0.074029446392589,-0.0604769938753648,0.00365746678820091,TRUE,0.26727856974003,-1.40938256804856,0.00652154947164263,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.158772708288926,TRUE,0.335657344482961
"expected",0,63,59,TRUE,50,3,6,53,156,-0.0455576909936191,-0.155837425456234,0.0625339163203932,-0.0455576909936191,0.00207550320867008,TRUE,0.218371341776627,-1.7555572555649,0.0368364788100735,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.103535538798334,TRUE,0.254892330905098
"expected",0,64,58,TRUE,50,5,3,55,160,-0.0452179391663538,-0.142349660318925,0.0577210712615928,-0.0452179391663538,0.00204466202245207,TRUE,0.200070731580518,-1.64372331807027,0.00891345845766978,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.162660834919376,TRUE,0.318046988077277
"expected",0,65,56,TRUE,50,1,5,51,152,0.0187124408486533,-0.136163771973335,0.184065706756854,0.0187124408486533,0.000350155442514347,TRUE,0.320229478730189,-1.72510934313866,0.0177246583578494,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.404793013214173,FALSE,0.336684806675426
"expected",0,66,60,FALSE,48,6,6,54,156,0.0119985770155117,-0.113638161452843,0.134795531782232,0.0119985770155117,0.000143965850397167,TRUE,0.248433693235074,-1.91717371470438,0.0158378752418002,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.206284834452887,TRUE,0.341823620566232
"expected",0,67,56,TRUE,50,4,2,54,158,-0.0604439422990594,-0.199222808610408,0.071868268137544,-0.0604439422990594,0.00365347016065202,TRUE,0.271091076747952,-1.50606436094833,0.0144294409665804,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.337677766487905,FALSE,0.277078900667393
"expected",0,68,60,TRUE,50,9,1,59,168,0.0624666714596504,-0.0659009035789308,0.201295027486011,0.0624666714596504,0.0039020850432479,TRUE,0.267195931064942,-1.48788802187181,0.0369965492269273,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.260351185674836,TRUE,0.368936410845215
"expected",0,69,60,FALSE,49,7,4,56,161,0.026018107731476,-0.0944170256488451,0.138048341334827,0.026018107731476,0.00067694192992669,TRUE,0.232465366983673,-1.91030316285327,0.0126983341367009,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.147535357903545,TRUE,0.325780318096783
"expected",0,70,58,TRUE,50,6,2,56,162,0.0200374995242879,-0.0899503350816004,0.13083400754175,0.0200374995242879,0.000401501387185839,TRUE,0.220784342623351,-1.97788878253266,0.00633448466703612,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.172573153486394,TRUE,0.331682033425244
"expected",0,71,59,TRUE,50,7,2,57,164,-0.0756939465812033,-0.190687878055125,0.0392470952299201,-0.0756939465812033,0.00572957354903806,TRUE,0.229934973285045,-1.21712544245133,0.0182348203955485,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0.216324697605972,TRUE,0.331337090973125
