"intercept_mean","within_slope_mean","between_slope_mean","intercept_sd","slope_sd","intercept_slope_correlation","noise_sd","mean_y","sd_y","mean_q025_y","mean_q975_y","mean_acceptance_rate","sd_acceptance_rate","joint_acceptance_rate","accepted"
-0.9,-0.5,0,0.1,0.1,-0.5,0.3,-0.902311351161374,0.602851323801435,-2.06195979156947,0.270506580905085,0,0.45,0,"no"
-0.9,-0.5,0,0.1,0.1,-0.5,0.6,-0.904222540451522,0.798703234939726,-2.4333152309938,0.631041168840419,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,-0.5,0.9,-0.906133729741669,1.04495846139745,-2.90331215436658,1.08275918514672,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,-0.5,1,-0.906770792838385,1.13276780574254,-3.07283002332319,1.24849966270844,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.1,0,0.3,-0.902311351161374,0.60239606690358,-2.08400279833252,0.257803656821736,0,0.43,0,"no"
-0.9,-0.5,0,0.1,0.1,0,0.6,-0.904222540451522,0.79826794197952,-2.44401037014749,0.620495085521647,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,0,0.9,-0.906133729741669,1.04454987735453,-2.91250978344599,1.08355743066062,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,0,1,-0.906770792838385,1.13236715826463,-3.07795828774594,1.24896497823578,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.1,0.5,0.3,-0.902311351161374,0.602181544301761,-2.10129507269805,0.232564742539984,0,0.42,0,"no"
-0.9,-0.5,0,0.1,0.1,0.5,0.6,-0.904222540451522,0.798141213170922,-2.4531090419748,0.61035768379225,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,0.5,0.9,-0.906133729741669,1.04447801054474,-2.92010361990969,1.07813399573856,0,1,0,"no"
-0.9,-0.5,0,0.1,0.1,0.5,1,-0.906770792838385,1.13230852716299,-3.08721138057607,1.24746745372451,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.2,-0.5,0.3,-0.902311351161374,0.625312875077699,-2.11067696603119,0.349503685134825,0,0.6,0,"no"
-0.9,-0.5,0,0.1,0.2,-0.5,0.6,-0.904222540451522,0.815549707917469,-2.45597064618152,0.678894825372294,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,-0.5,0.9,-0.906133729741669,1.0576548155107,-2.92204404811718,1.12618944348402,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,-0.5,1,-0.906770792838385,1.14441014360259,-3.09260950289276,1.28917453057795,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.2,0,0.3,-0.902311351161374,0.6241802949633,-2.14501970271965,0.328032904937599,0,0.59,0,"no"
-0.9,-0.5,0,0.1,0.2,0,0.6,-0.904222540451522,0.814524236663418,-2.47763406563293,0.6629958023329,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,0,0.9,-0.906133729741669,1.05672470310345,-2.93815369532639,1.12723123976785,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,0,1,-0.906770792838385,1.14350569521337,-3.10196133504124,1.29047519431382,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.2,0.5,0.3,-0.902311351161374,0.623150559474022,-2.17145619156567,0.292317603948125,0,0.61,0,"no"
-0.9,-0.5,0,0.1,0.2,0.5,0.6,-0.904222540451522,0.813802450012142,-2.50265814530648,0.644555168747398,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,0.5,0.9,-0.906133729741669,1.05621709296672,-2.95354534774349,1.11599137949267,0,1,0,"no"
-0.9,-0.5,0,0.1,0.2,0.5,1,-0.906770792838385,1.14305169924703,-3.12118704649063,1.27984407827244,0,0.99,0,"no"
-0.9,-0.5,0,0.1,0.3,-0.5,0.3,-0.902311351161374,0.661877078554859,-2.18461187068975,0.470627324433951,0,0.83,0,"no"
-0.9,-0.5,0,0.1,0.3,-0.5,0.6,-0.904222540451522,0.843750030973552,-2.51049373051039,0.750071601115493,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,-0.5,0.9,-0.906133729741669,1.07936285530689,-2.96138949206706,1.1799538042957,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,-0.5,1,-0.906770792838385,1.16443307477575,-3.12533816445479,1.33496843422117,0,0.98,0,"no"
-0.9,-0.5,0,0.1,0.3,0,0.3,-0.902311351161374,0.659915326152979,-2.23126415491684,0.430185269602789,0,0.8,0,"no"
-0.9,-0.5,0,0.1,0.3,0,0.6,-0.904222540451522,0.842007985633576,-2.54195272888006,0.733478282878792,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,0,0.9,-0.906133729741669,1.07781048525616,-2.97571538416168,1.17498037031316,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,0,1,-0.906770792838385,1.16293117369572,-3.13968953587689,1.33575503097079,0,0.98,0,"no"
-0.9,-0.5,0,0.1,0.3,0.5,0.3,-0.902311351161374,0.657564897091393,-2.26102839191212,0.379319446017052,0,0.81,0,"no"
-0.9,-0.5,0,0.1,0.3,0.5,0.6,-0.904222540451522,0.840268816855802,-2.57178516775556,0.706274526911094,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,0.5,0.9,-0.906133729741669,1.07652434153954,-2.99687157078707,1.15691646254341,0,1,0,"no"
-0.9,-0.5,0,0.1,0.3,0.5,1,-0.906770792838385,1.16176153853135,-3.15373164012493,1.32033393039898,0,0.97,0,"no"
-0.9,-0.5,0,0.2,0.1,-0.5,0.3,-0.9027115130326,0.626560736789068,-2.08916824636563,0.326800681382418,0,0.7,0,"no"
-0.9,-0.5,0,0.2,0.1,-0.5,0.6,-0.904622702322748,0.817079682626555,-2.45446147125897,0.67603675219015,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,-0.5,0.9,-0.906533891612896,1.05932657043054,-2.92161123545942,1.11692041228635,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,-0.5,1,-0.907170954709612,1.1461154926723,-3.08808205908316,1.27365828393696,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.1,0,0.3,-0.9027115130326,0.626142575549892,-2.12259344390877,0.296623009174995,0,0.69,0,"no"
-0.9,-0.5,0,0.2,0.1,0,0.6,-0.904622702322748,0.816664120678125,-2.47389547826392,0.65726733168972,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,0,0.9,-0.906533891612896,1.0589291798412,-2.93403418086934,1.10603152434799,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,0,1,-0.907170954709612,1.1457243617903,-3.10222675424854,1.2679009928644,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.1,0.5,0.3,-0.9027115130326,0.62594619250081,-2.15349319926107,0.266067117203911,0,0.72,0,"no"
-0.9,-0.5,0,0.2,0.1,0.5,0.6,-0.904622702322748,0.816546254242492,-2.49460017274141,0.639944844227161,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,0.5,0.9,-0.906533891612896,1.05886261882809,-2.94956290750744,1.09612411367155,0,1,0,"no"
-0.9,-0.5,0,0.2,0.1,0.5,1,-0.907170954709612,1.14567038587873,-3.11309264518312,1.26006212850239,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.2,-0.5,0.3,-0.9027115130326,0.648225333777216,-2.12357455375846,0.415357766858269,0,0.83,0,"no"
-0.9,-0.5,0,0.2,0.2,-0.5,0.6,-0.904622702322748,0.833557564801417,-2.4694574666005,0.729691582293497,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,-0.5,0.9,-0.906533891612896,1.07184965790756,-2.93466357275354,1.16204809200506,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,-0.5,1,-0.907170954709612,1.15761988286312,-3.10415667522128,1.32226320543007,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.2,0,0.3,-0.9027115130326,0.647178513657271,-2.18155740485352,0.363020875139163,0,0.82,0,"no"
-0.9,-0.5,0,0.2,0.2,0,0.6,-0.904622702322748,0.832576747951226,-2.510369300575,0.695976948257772,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,0,0.9,-0.906533891612896,1.07094416225608,-2.9577628180352,1.14602085224207,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,0,1,-0.907170954709612,1.15673618153046,-3.1205781679557,1.30763925041282,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.2,0.5,0.3,-0.9027115130326,0.646198339079888,-2.23677414792351,0.29848661838373,0,0.8,0,"no"
-0.9,-0.5,0,0.2,0.2,0.5,0.6,-0.904622702322748,0.831879786267949,-2.55085553251438,0.661010027068799,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,0.5,0.9,-0.906533891612896,1.0704506904826,-2.98606290472375,1.12936088023669,0,1,0,"no"
-0.9,-0.5,0,0.2,0.2,0.5,1,-0.907170954709612,1.1562943264474,-3.14784063380575,1.28987081914253,0,0.99,0,"no"
-0.9,-0.5,0,0.2,0.3,-0.5,0.3,-0.9027115130326,0.68359882527964,-2.18440992053175,0.537992577984317,0,0.94,0,"no"
-0.9,-0.5,0,0.2,0.3,-0.5,0.6,-0.904622702322748,0.861175148546771,-2.52167484968213,0.807800092563194,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,-0.5,0.9,-0.906533891612896,1.09327399392417,-2.9671111760043,1.2185688109948,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,-0.5,1,-0.907170954709612,1.17741523983325,-3.13195302307173,1.36838354830972,0,0.97,0,"no"
-0.9,-0.5,0,0.2,0.3,0,0.3,-0.9027115130326,0.681770810000674,-2.26275162701453,0.468367020149752,0,0.93,0,"no"
-0.9,-0.5,0,0.2,0.3,0,0.6,-0.904622702322748,0.859504586383191,-2.57094700217278,0.759616690804706,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,0,0.9,-0.906533891612896,1.09176102167074,-2.99428250641142,1.19088546731209,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,0,1,-0.907170954709612,1.17594644710195,-3.15470284298642,1.34965722540318,0,0.97,0,"no"
-0.9,-0.5,0,0.2,0.3,0.5,0.3,-0.9027115130326,0.679507500727372,-2.33423560145379,0.371247678384485,0,0.92,0,"no"
-0.9,-0.5,0,0.2,0.3,0.5,0.6,-0.904622702322748,0.85781097880585,-2.62674143675482,0.712885998296128,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,0.5,0.9,-0.906533891612896,1.09050068036825,-3.03014711536138,1.16175530744138,0,1,0,"no"
-0.9,-0.5,0,0.2,0.3,0.5,1,-0.907170954709612,1.17479879154932,-3.18973500528758,1.32228947014299,0,0.96,0,"no"
