"intercept_mean","within_slope_mean","between_slope_mean","intercept_sd","slope_sd","intercept_slope_correlation","noise_sd","mean_y","sd_y","mean_q025_y","mean_q975_y","mean_acceptance_rate","sd_acceptance_rate","joint_acceptance_rate","accepted"
-0.9,-0.5,0,0.3,0.1,-0.5,0.3,-0.903111674903827,0.663843864506444,-2.14354148131129,0.408867592025361,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.1,-0.5,0.6,-0.905022864193974,0.84635065193039,-2.50087783378492,0.73320899321692,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,-0.5,0.9,-0.906934053484122,1.08232119964852,-2.96024623993119,1.15835272696535,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,-0.5,1,-0.907571116580838,1.16748113600634,-3.13106686487205,1.31438225462932,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.1,0,0.3,-0.903111674903827,0.663474614673994,-2.18528712242927,0.368056399564266,0,0.98,0,"no"
-0.9,-0.5,0,0.3,0.1,0,0.6,-0.905022864193974,0.845962910747578,-2.52876762105934,0.708765173967915,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,0,0.9,-0.906934053484122,1.08193982715317,-2.98076532373141,1.14313362019122,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,0,1,-0.907571116580838,1.16710359582955,-3.14587300814597,1.30031750151301,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.1,0.5,0.3,-0.903111674903827,0.663302836612743,-2.22306777419313,0.322043310434875,0,0.97,0,"no"
-0.9,-0.5,0,0.3,0.1,0.5,0.6,-0.905022864193974,0.845856986915603,-2.55703070043062,0.680249460039435,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,0.5,0.9,-0.906934053484122,1.08187990571855,-2.99962871032104,1.12659037433922,0,1,0,"no"
-0.9,-0.5,0,0.3,0.1,0.5,1,-0.907571116580838,1.16705529642082,-3.16018578882344,1.28921792774234,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.2,-0.5,0.3,-0.903111674903827,0.684363678822895,-2.16198023649085,0.506199314502398,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.2,-0.5,0.6,-0.905022864193974,0.862275940076874,-2.51275553323042,0.801315691253762,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,-0.5,0.9,-0.906934053484122,1.09457963527971,-2.97121865516895,1.21086658016814,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,-0.5,1,-0.907571116580838,1.17877443716477,-3.13905438430119,1.36230580726628,0,0.98,0,"no"
-0.9,-0.5,0,0.3,0.2,0,0.3,-0.903111674903827,0.683431201952555,-2.23937626895509,0.424691598231522,0,0.98,0,"no"
-0.9,-0.5,0,0.3,0.2,0,0.6,-0.905022864193974,0.861358607164741,-2.56364518135549,0.753023351199873,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,0,0.9,-0.906934053484122,1.09370981094279,-3.00105690952857,1.18332537018611,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,0,1,-0.907571116580838,1.17792077653676,-3.16458588183119,1.33856434364356,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.2,0.5,0.3,-0.903111674903827,0.682521067689224,-2.31743049242396,0.341722444210492,0,0.98,0,"no"
-0.9,-0.5,0,0.3,0.2,0.5,0.6,-0.905022864193974,0.860696656424682,-2.61533972291566,0.693009402496724,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,0.5,0.9,-0.906934053484122,1.09323522821264,-3.04043631325897,1.15038457132146,0,1,0,"no"
-0.9,-0.5,0,0.3,0.2,0.5,1,-0.907571116580838,1.17749479226568,-3.19478443939066,1.31230401661542,0,0.97,0,"no"
-0.9,-0.5,0,0.3,0.3,-0.5,0.3,-0.903111674903827,0.718010207896426,-2.21853270305297,0.624008815933523,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.3,-0.5,0.6,-0.905022864193974,0.889015327789709,-2.5525622753909,0.888182479635389,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,-0.5,0.9,-0.906934053484122,1.11556814277297,-2.9967605841527,1.2727092839665,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,-0.5,1,-0.907571116580838,1.19821926252805,-3.16317627419185,1.41918097014831,0,0.92,0,"no"
-0.9,-0.5,0,0.3,0.3,0,0.3,-0.903111674903827,0.716363499310636,-2.31468528377326,0.52500430642896,0,0.99,0,"no"
-0.9,-0.5,0,0.3,0.3,0,0.6,-0.905022864193974,0.88744718086547,-2.6281133552489,0.814741155378824,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,0,0.9,-0.906934053484122,1.1141127865355,-3.03700568698601,1.22663239263556,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,0,1,-0.907571116580838,1.19679890084723,-3.19721675557677,1.38217414626237,0,0.92,0,"no"
-0.9,-0.5,0,0.3,0.3,0.5,0.3,-0.903111674903827,0.71422588352552,-2.41932732800469,0.395193731787636,0,0.98,0,"no"
-0.9,-0.5,0,0.3,0.3,0.5,0.6,-0.905022864193974,0.88581913117477,-2.69310543320681,0.737154896599873,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,0.5,0.9,-0.906934053484122,1.11288807195143,-3.0889361185599,1.1870536164527,0,1,0,"no"
-0.9,-0.5,0,0.3,0.3,0.5,1,-0.907571116580838,1.19568105746596,-3.2413022794636,1.34233745751951,0,0.91,0,"no"
-0.9,-0.4,0,0.1,0.1,-0.5,0.3,-0.902311351161374,0.522035096612563,-1.89934401366655,0.116833200856929,0,0,0,"no"
-0.9,-0.4,0,0.1,0.1,-0.5,0.6,-0.904222540451522,0.738905493113066,-2.31332603763589,0.515965667749255,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,-0.5,0.9,-0.906133729741669,0.99946547841562,-2.81841838534887,1.00077798346963,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,-0.5,1,-0.906770792838385,1.09077716997434,-2.99949999797798,1.17369278117919,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0,0.3,-0.902311351161374,0.521562354818936,-1.92505497809267,0.100296522451921,0,0,0,"no"
-0.9,-0.4,0,0.1,0.1,0,0.6,-0.904222540451522,0.738470204693144,-2.32534530378308,0.511287499422888,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0,0.9,-0.906133729741669,0.99906378300558,-2.81703156704911,0.998206345744889,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0,1,-0.906770792838385,1.0903844368831,-2.99593980816568,1.16873354788877,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0.5,0.3,-0.902311351161374,0.521303542459591,-1.94165237473642,0.0794058997285189,0,0,0,"no"
-0.9,-0.4,0,0.1,0.1,0.5,0.6,-0.904222540451522,0.738323632024497,-2.33416803685232,0.501295999353536,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0.5,0.9,-0.906133729741669,0.998981509301867,-2.82640050446564,0.995068776025014,0,1,0,"no"
-0.9,-0.4,0,0.1,0.1,0.5,1,-0.906770792838385,1.09031710616815,-2.99866695957492,1.16817778095757,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,-0.5,0.3,-0.902311351161374,0.548061265342524,-1.94943098004347,0.202395536696836,0,0.07,0,"no"
-0.9,-0.4,0,0.1,0.2,-0.5,0.6,-0.904222540451522,0.757260277645171,-2.34078122396414,0.565389761180712,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,-0.5,0.9,-0.906133729741669,1.01285346102665,-2.84306186459566,1.03762836315703,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,-0.5,1,-0.906770792838385,1.10297114115316,-3.02462623963198,1.2047935568506,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0,0.3,-0.902311351161374,0.546879498621007,-1.99008403286267,0.173054174034759,0,0.07,0,"no"
-0.9,-0.4,0,0.1,0.2,0,0.6,-0.904222540451522,0.756231431032951,-2.35773526351779,0.554046629585965,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0,0.9,-0.906133729741669,1.01193605337354,-2.8424233984552,1.03413375758339,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0,1,-0.906770792838385,1.10208171090734,-3.01890560921092,1.19984751682677,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0.5,0.3,-0.902311351161374,0.545678529542441,-2.01850662464649,0.138919727382987,0,0.08,0,"no"
-0.9,-0.4,0,0.1,0.2,0.5,0.6,-0.904222540451522,0.755433659839105,-2.37851663577107,0.535188230777148,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0.5,0.9,-0.906133729741669,1.01139123703048,-2.86217534259805,1.02674530341431,0,1,0,"no"
-0.9,-0.4,0,0.1,0.2,0.5,1,-0.906770792838385,1.10159741811267,-3.03164939342995,1.19300769621109,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,-0.5,0.3,-0.902311351161374,0.589704350962005,-2.03069788598049,0.328170448909614,0,0.37,0,"no"
-0.9,-0.4,0,0.1,0.3,-0.5,0.6,-0.904222540451522,0.787748949462121,-2.39720510780244,0.638073220201436,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,-0.5,0.9,-0.906133729741669,1.03563712446681,-2.87649215068189,1.08378879561861,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,-0.5,1,-0.906770792838385,1.12385366517708,-3.05106044913791,1.24433311197729,0,0.99,0,"no"
-0.9,-0.4,0,0.1,0.3,0,0.3,-0.902311351161374,0.587674822504379,-2.08057669007884,0.282520074937475,0,0.36,0,"no"
-0.9,-0.4,0,0.1,0.3,0,0.6,-0.904222540451522,0.786002899279197,-2.41942669817469,0.615545178231483,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,0,0.9,-0.906133729741669,1.03410393403159,-2.88742139231178,1.08620953276343,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,0,1,-0.906770792838385,1.12237429361929,-3.05936259988757,1.24834665350652,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,0.5,0.3,-0.902311351161374,0.584986763199335,-2.11267459935492,0.233360696709229,0,0.36,0,"no"
-0.9,-0.4,0,0.1,0.3,0.5,0.6,-0.904222540451522,0.784106366089501,-2.44818622830413,0.593479698099697,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,0.5,0.9,-0.906133729741669,1.03274006724082,-2.90337065241405,1.07633082296599,0,1,0,"no"
-0.9,-0.4,0,0.1,0.3,0.5,1,-0.906770792838385,1.12114156958117,-3.07415089472816,1.23956534866911,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,-0.5,0.3,-0.9027115130326,0.549228733473899,-1.93286115662275,0.179457956349849,0,0.03,0,"no"
-0.9,-0.4,0,0.2,0.1,-0.5,0.6,-0.904622702322748,0.75872008362915,-2.3370684781204,0.558137620914609,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,-0.5,0.9,-0.906533891612896,1.01447254571989,-2.84305627218239,1.0259372569104,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,-0.5,1,-0.907170954709612,1.10462829033656,-3.02267870010704,1.19481816138601,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0,0.3,-0.9027115130326,0.548804171605703,-1.97242550271731,0.148590017884198,0,0.03,0,"no"
-0.9,-0.4,0,0.2,0.1,0,0.6,-0.904622702322748,0.75830698480409,-2.35887992576491,0.542097798055073,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0,0.9,-0.906533891612896,1.01408262558887,-2.85144252438837,1.01994986413983,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0,1,-0.907170954709612,1.10424544328529,-3.02533741415411,1.19052661966469,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0.5,0.3,-0.9027115130326,0.548569612513581,-1.99938469779874,0.114035628022151,0,0.02,0,"no"
-0.9,-0.4,0,0.2,0.1,0.5,0.6,-0.904622702322748,0.758170812302219,-2.3792548303464,0.525585468376403,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0.5,0.9,-0.906533891612896,1.01400620363638,-2.86169279535838,1.00931943448568,0,1,0,"no"
-0.9,-0.4,0,0.2,0.1,0.5,1,-0.907170954709612,1.10418317957168,-3.03318485791197,1.18038853308335,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,-0.5,0.3,-0.9027115130326,0.574053916777416,-1.96837506503607,0.275372030205432,0,0.21,0,"no"
-0.9,-0.4,0,0.2,0.2,-0.5,0.6,-0.904622702322748,0.776607632807799,-2.35916769270564,0.620369917327732,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,-0.5,0.9,-0.906533891612896,1.02766051569594,-2.85970123948646,1.07417113084469,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,-0.5,1,-0.907170954709612,1.11666608449436,-3.04003153078367,1.23976711997468,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0,0.3,-0.9027115130326,0.572982556021233,-2.02853267620626,0.217115753396386,0,0.2,0,"no"
-0.9,-0.4,0,0.2,0.2,0,0.6,-0.904622702322748,0.775628933650008,-2.39213820158026,0.586357008667756,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0,0.9,-0.906533891612896,1.02676900300325,-2.87161381850961,1.05416742619654,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0,1,-0.907170954709612,1.11579820901562,-3.04564683541113,1.22137168200827,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0.5,0.3,-0.9027115130326,0.571849623523604,-2.0894901320677,0.147810870375605,0,0.14,0,"no"
-0.9,-0.4,0,0.2,0.2,0.5,0.6,-0.904622702322748,0.774860923933536,-2.42628632591904,0.554442524343002,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0.5,0.9,-0.906533891612896,1.02623994539182,-2.89619718184754,1.03826653505554,0,1,0,"no"
-0.9,-0.4,0,0.2,0.2,0.5,1,-0.907170954709612,1.11532724081322,-3.06647050229165,1.20752884854067,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,-0.5,0.3,-0.9027115130326,0.613977005252304,-2.04210665543751,0.396071419351369,0,0.5,0,"no"
-0.9,-0.4,0,0.2,0.3,-0.5,0.6,-0.904622702322748,0.806370340207082,-2.41226559909947,0.698690413013542,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,-0.5,0.9,-0.906533891612896,1.05011955626126,-2.88418212915857,1.12293839369378,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,-0.5,1,-0.907170954709612,1.13729290315362,-3.05994052236159,1.28123849966768,0,0.99,0,"no"
-0.9,-0.4,0,0.2,0.3,0,0.3,-0.9027115130326,0.612114169668621,-2.11503563583538,0.32553369927296,0,0.52,0,"no"
-0.9,-0.4,0,0.2,0.3,0,0.6,-0.904622702322748,0.804703804669671,-2.45608168882911,0.647017830130508,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,0,0.9,-0.906533891612896,1.04862768330092,-2.91284622427426,1.10085069241086,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,0,1,-0.907170954709612,1.13584785431275,-3.0836560915384,1.26074331450973,0,0.99,0,"no"
-0.9,-0.4,0,0.2,0.3,0.5,0.3,-0.9027115130326,0.609544538132711,-2.18822786698962,0.233113371107264,0,0.49,0,"no"
-0.9,-0.4,0,0.2,0.3,0.5,0.6,-0.904622702322748,0.802861987534866,-2.50095977348841,0.61081258361175,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,0.5,0.9,-0.906533891612896,1.04729265773498,-2.94339027566738,1.07322837078777,0,1,0,"no"
-0.9,-0.4,0,0.2,0.3,0.5,1,-0.907170954709612,1.13463931503452,-3.11212775338544,1.24164510459573,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,-0.5,0.3,-0.903111674903827,0.59136919013887,-1.99650693396058,0.271930873518011,0,0.27,0,"no"
-0.9,-0.4,0,0.3,0.1,-0.5,0.6,-0.905022864193974,0.790135039050579,-2.39190759424766,0.617566498372117,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,-0.5,0.9,-0.906934053484122,1.03845005830944,-2.88917069631223,1.07103794050393,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,-0.5,1,-0.907571116580838,1.12677237022246,-3.06196051546844,1.23530667863539,0,0.99,0,"no"
-0.9,-0.4,0,0.3,0.1,0,0.3,-0.903111674903827,0.591004388796794,-2.03992036672833,0.228105376047318,0,0.23,0,"no"
-0.9,-0.4,0,0.3,0.1,0,0.6,-0.905022864193974,0.789752523405329,-2.41746939610214,0.591055422929004,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,0,0.9,-0.906934053484122,1.03807675610774,-2.90080866527453,1.05598641772705,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,0,1,-0.907571116580838,1.12640346150576,-3.07413455297844,1.22278493228119,0,0.99,0,"no"
-0.9,-0.4,0,0.3,0.1,0.5,0.3,-0.903111674903827,0.590800979136599,-2.08253931229207,0.183374606495394,0,0.24,0,"no"
-0.9,-0.4,0,0.3,0.1,0.5,0.6,-0.905022864193974,0.789629781439459,-2.44445507868325,0.56608232151076,0,1,0,"no"
-0.9,-0.4,0,0.3,0.1,0.5,0.9,-0.906934053484122,1.03800738413026,-2.91452127453862,1.04451933701828,0,1,0,"no"
