"Id","date","daytime_medi_dose","n_valid","log_mean_dose","log_mean_dose_standardised"
"BAUA_S025",2025-10-16,325.321166666667,2880,2.51244579773288,-1.61348004537512
"BAUA_S025",2025-10-19,2438.57180555556,2520,3.38715335725232,-0.223612870287737
"TUM_S001",2024-05-14,1868.31391666667,2742,3.27147309342041,-0.40742310464053
"TUM_S001",2024-05-15,14890.3870277778,3420,4.1729089025888,1.0249139410114
"TUM_S001",2024-05-16,50478.9385555556,2880,4.70311107456426,1.86737904488404
"TUM_S001",2024-05-17,4463.15741666667,2820,3.64965193533122,0.193484424926467
"TUM_S001",2024-05-18,3428.32230555556,4590,3.53509431198987,0.0114580109491455
"TUM_S001",2024-05-19,11920.9616111111,2340,4.07631493252819,0.87143088620349
"TUM_S002",2024-05-28,4361.43997222222,3330,3.6396398570104,0.177575726229317
"TUM_S002",2024-05-29,3909.84283333333,3420,3.59217040769014,0.102149112257959
"TUM_S002",2024-05-30,15269.2062222222,3510,4.18381930485567,1.04225003215716
"TUM_S002",2024-05-31,1504.42319444444,3510,3.1773988874178,-0.556902378624705
"TUM_S002",2024-06-01,930.929527777778,2760,2.9689634549315,-0.888096001664853
"TUM_S002",2024-06-02,6371.44613888889,2370,3.80424483235253,0.43912491440575
"TUM_S003",2024-06-04,1489.48819444444,2437,3.17306622170121,-0.563786770779061
"TUM_S003",2024-06-05,6093.21722222222,1609,3.78485378837795,0.408313501816883
"TUM_S003",2024-06-06,4432.33538888889,2173,3.64664241365738,0.188702443403994
"TUM_S003",2024-06-07,5498.48686111111,2269,3.74025108998919,0.337442013699287
"TUM_S003",2024-06-08,3291.39233333333,2125,3.51739284785438,-0.0166687425985428
"TUM_S003",2024-06-09,1734.88583333333,2251,3.23929593299993,-0.458551025703098
"TUM_S004",2024-06-11,1649.67147222222,3150,3.21742378953117,-0.493304783030559
"TUM_S004",2024-06-12,12680.3050277778,3780,4.10313312566871,0.914043672540495
"TUM_S004",2024-06-13,4635.80872222222,3480,3.66613487642325,0.219675005450656
"TUM_S004",2024-06-14,1045.85477777778,3240,3.01951290806268,-0.807775413531095
"TUM_S004",2024-06-15,247.344611111111,3060,2.39347800011447,-1.80251400878697
"TUM_S004",2024-06-16,447.134333333333,2880,2.65053513612358,-1.39406289667206
"TUM_S005",2024-06-18,16421.0839722222,3258,4.21540446667293,1.09243729663416
"TUM_S005",2024-06-19,158.498777777778,2196,2.20029983615679,-2.10946458456105
"TUM_S005",2024-06-20,256.128722222222,1944,2.40862781082418,-1.77844170669576
"TUM_S005",2024-06-21,163.992083333333,2760,2.2150876289045,-2.08596751115823
"TUM_S005",2024-06-22,4010.63236111111,3012,3.60322368218342,0.119712220325615
"TUM_S005",2024-06-23,235.022583333333,1770,2.37129434476092,-1.83776274313688
"TUM_S006",2024-06-25,13448.38,3360,4.12867320144503,0.954625593417284
"TUM_S006",2024-06-26,9102.07791666667,3450,3.95914532023557,0.685254150595192
"TUM_S006",2024-06-27,9902.33366666667,4020,3.99574194188197,0.743404377596059
"TUM_S006",2024-06-28,16020.5781666667,3810,4.2046808961307,1.07539807188508
"TUM_S006",2024-06-29,16854.4630833333,3420,4.22671749889456,1.11041314692199
"TUM_S006",2024-06-30,1818.94725,2670,3.2598439800683,-0.425901192256861
"TUM_S007",2024-07-02,727.041555555556,4050,2.86161896493374,-1.05866110248135
"TUM_S007",2024-07-03,630.297361111111,2790,2.79961438649723,-1.15718331980547
"TUM_S007",2024-07-04,9008.71011111111,3330,3.95466743289869,0.67813900844793
"TUM_S007",2024-07-05,1725.21577777778,4320,3.23686859389943,-0.462407947827389
"TUM_S007",2024-07-06,3593.91511111111,3960,3.55557989877695,0.044008598088717
"TUM_S007",2024-07-07,410.538861111111,3600,2.61346004675766,-1.45297338528318
"TUM_S008",2024-07-09,49475.2336388889,2856,4.6943887315705,1.85351967201713
"TUM_S008",2024-07-10,19969.2991388889,2580,4.30036499754017,1.22743539027731
"TUM_S008",2024-07-11,4099.45688888889,3192,3.61273691742455,0.134828281970025
"TUM_S008",2024-07-12,5392.07169444444,2808,3.73176371230372,0.323955989119721
"TUM_S008",2024-07-13,6483.01627777778,3036,3.81178381095111,0.451103979607379
"TUM_S008",2024-07-14,9428.6895,1110,3.9744559401164,0.709581970528863
"TUM_S009",2024-07-16,12461.8887222222,2940,4.09558735389364,0.902053813316412
"TUM_S009",2024-07-17,12217.0591111111,2820,4.08697022998146,0.888361628381173
"TUM_S009",2024-07-18,2817.53694444444,2700,3.44988503306641,-0.123935331088102
"TUM_S009",2024-07-19,17464.5211388889,3330,4.24215916889868,1.13494919903871
"TUM_S009",2024-07-20,8453.62355555556,3060,3.92704804190088,0.634253158227488
"TUM_S009",2024-07-21,13238.0704166667,2754,4.12182796751677,0.94374885428414
"TUM_S010",2024-07-23,3104.18872222222,2700,3.49196210712114,-0.0570769354838325
"TUM_S010",2024-07-24,5819.62686111111,2340,3.76490260226228,0.376612050989755
"TUM_S010",2024-07-25,11852.5093888889,2874,4.07381397215565,0.867456983508632
"TUM_S010",2024-07-26,2481.04213888889,2700,3.39465164471029,-0.211698461301804
"TUM_S010",2024-07-27,473.697777777778,2178,2.67559301944898,-1.35424715582002
"TUM_S010",2024-07-28,116.798111111111,1440,2.06780749370548,-2.31998838273731
